#Observation Type, Mission, Instrument, Filters, Disperser, Target Name,Target Classification, Observation ID, RA, Dec, Principal Investigator, Product Type, Calibration Level, Scheduling, Start Time, End Time, Exposure Length, Observation Title, Focal, Format, url
#@string, string, string, string, string, string, string, string, ra, dec, string, string, int, string, float, float, float, string, float, string, string
intentType,obs_collection,instrument_name,filters,disperser,target_name,target_classification,obs_id,s_ra,s_dec,proposal_pi,dataproduct_type,calib_level,scheduling,t_min,t_max,t_exptime,obs_title,focal,format,url
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,226,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2018-02-04T18:54:00,58153.7875,58153.80208333333,1260,,0.95,fits,m1-20180204-1854-21x60s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,227,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2018-02-04T20:46:00,58153.865277777775,58153.879861111105,1260,,0.475,fits,m1-20180204-2046-21x60s-f475.fits
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,228,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2018-02-11T20:30:00,58160.854166666664,58160.870833333334,1440,,0.95,fits,m1-20180211-2030-24x60s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,229,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2018-02-12T19:54:00,58161.82916666667,58161.847222222226,1560,,0.95,fits,m1-20180212-1954-26x60s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,230,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2019-12-29T21:46:00,58846.90694444445,58846.96944444445,5400,,1.0,fits,m1-20191229-2146-30x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m1,SNRemt,231,83.62875,22.014722222222222,dtouzan@gmail.com,light,1,2019-12-29T21:45:00,58846.90625,58846.96875,5400,,1.0,fits,m1-20191229-2145-30x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m3,GlobCluster,232,205.54841666666664,28.377277777777778,dtouzan@gmail.com,light,1,2021-04-19T21:03:00,59323.87708333333,59323.87777777778,60,,0.085,fits,m3-20210419-2103-1x60s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m13,GlobCluster,233,250.42347500000002,36.46131944444445,dtouzan@gmail.com,light,1,2018-06-22T22:11:00,58291.924305555556,58291.93368055556,810,,1.0,fits,m13-20180622-2211-27x30s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m13,GlobCluster,234,250.42347500000002,36.46131944444445,dtouzan@gmail.com,light,1,2020-05-17T22:44:00,58986.947222222225,58986.95763888889,900,,1.0,fits,m13-20200517-2244-5x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m27,PlanetaryNeb,235,299.9015129166667,22.721197777777775,dtouzan@gmail.com,light,1,2018-09-01T22:16:00,58362.927777777775,58362.96319444444,3060,,1.0,fits,m27-20180901-2216-51x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m29,OpenCluster,236,305.94166666666666,38.486666666666665,dtouzan@gmail.com,light,1,2018-10-05T20:52:00,58396.86944444444,58396.880902777775,990,,1.0,fits,m29-20181005-2052-33x30s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m29,OpenCluster,237,305.94166666666666,38.486666666666665,dtouzan@gmail.com,light,1,2019-08-28T20:29:00,58723.853472222225,58723.86041666667,600,,1.0,fits,m29-20190828-2029-10x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m29,OpenCluster,238,305.94166666666666,38.486666666666665,dtouzan@gmail.com,light,1,2019-08-28T20:42:00,58723.8625,58723.86261574074,10,,1.0,fits,m29-20190828-2042-1x10s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m29,OpenCluster,239,305.94166666666666,38.486666666666665,dtouzan@gmail.com,light,1,2019-08-28T20:48:00,58723.86666666667,58723.86678240741,10,,1.0,fits,m29-20190828-2048-1x10s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m33,GtowardsGroup,240,23.46206875,30.660175,dtouzan@gmail.com,light,1,2017-01-22T20:00:00,57775.833333333336,57775.87708333333,3780,,0.2,fits,m33-20170122-2000-63x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m33,GtowardsGroup,241,23.46206875,30.660175,dtouzan@gmail.com,light,1,2017-10-27T22:07:00,58053.92152777778,58053.94097222222,1680,,0.2,fits,m33-20171027-2207-7x240s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m34,OpenCluster,242,40.53083333333334,42.721944444444446,dtouzan@gmail.com,light,1,2016-12-28T18:30:00,57750.770833333336,57750.789930555555,1650,,0.3,fits,m34-20161228-1830-110x15s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m35,OpenCluster,243,92.27208333333334,24.33611111111111,dtouzan@gmail.com,light,1,2016-12-22T21:45:00,57744.90625,57744.91875,1080,,0.2,fits,m35-20161222-2145-18x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m36,OpenCluster,244,84.08416666666666,34.135,dtouzan@gmail.com,light,1,2016-10-31T21:50:00,57692.90972222222,57692.92708333333,1500,,0.3,fits,m36-20161031-2150-100x15s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m37,OpenCluster,245,88.07416666666668,32.544999999999995,dtouzan@gmail.com,light,1,2016-11-30T20:45:00,57722.864583333336,57722.87673611112,1050,,0.07,fits,m37-20161130-2045-70x15s-f70.fits
science,OT_Library_UT1,UT1,IR-CUT,,m37,OpenCluster,246,88.07416666666668,32.544999999999995,dtouzan@gmail.com,light,1,2016-12-03T22:45:00,57725.947916666664,57725.955555555556,660,,0.135,fits,m37-20161203-2245-11x60s-f135.fits
science,OT_Library_UT1,UT1,IR-CUT,,m37,OpenCluster,247,88.07416666666668,32.544999999999995,dtouzan@gmail.com,light,1,2016-12-22T23:20:00,57744.97222222222,57744.977430555555,450,,0.2,fits,m37-20161222-2320-30x15s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m37,OpenCluster,248,88.07416666666668,32.544999999999995,dtouzan@gmail.com,light,1,2016-12-26T19:45:00,57748.822916666664,57748.842881944445,1725,,0.3,fits,m37-20161226-1945-115x15s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m38,OpenCluster,249,82.16708333333332,35.823888888888895,dtouzan@gmail.com,light,1,2016-12-29T18:30:00,57751.770833333336,57751.788194444445,1500,,0.2,fits,m38-20161229-1830-50x30s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m39,OpenCluster,250,322.88916666666665,48.246944444444445,dtouzan@gmail.com,light,1,2017-08-05T22:40:00,57970.944444444445,57970.955555555556,960,,0.2,fits,m39-20170805-2240-32x30s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m39,OpenCluster,251,322.88916666666665,48.246944444444445,dtouzan@gmail.com,light,1,2020-09-01T22:52:00,59093.95277777778,59093.97534722222,1950,,0.1,fits,m39-20200901-2252-65x30s-f100.fits
science,OT_Library_UT1,UT1,IR-CUT,,m42,HIIReg,252,83.82083333333333,-5.39,dtouzan@gmail.com,light,1,2018-02-02T20:30:00,58151.854166666664,58151.855902777774,150,,0.945,fits,m42-20180202-2030-5x30s-f945.fits
science,OT_Library_UT1,UT1,IR-CUT,,m48,OpenCluster,253,123.41208333333333,-5.726111111111111,dtouzan@gmail.com,light,1,2021-03-07T20:52:00,59280.86944444444,59280.871527777774,180,,0.3,fits,m48-20210307-2052-1x180s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m50,OpenCluster,254,105.68416666666666,-8.365,dtouzan@gmail.com,light,1,2021-03-07T19:13:00,59280.80069444444,59280.802777777775,180,,0.3,fits,m50-20210307-1913-1x180s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m51,GinPair,255,202.469575,47.19525833333333,dtouzan@gmail.com,light,1,2017-05-24T00:00:00,57897.0,57897.041666666664,3600,,0.2,fits,m51-20170524-0000-15x240s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m51,GinPair,256,202.469575,47.19525833333333,dtouzan@gmail.com,light,1,2019-04-21T21:43:00,58594.904861111114,58594.963888888895,5100,,1.0,fits,m51-20190421-2143-17x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m51,GinPair,257,202.469575,47.19525833333333,dtouzan@gmail.com,light,1,2021-04-20T21:27:00,59324.89375,59324.91805555556,2100,,0.085,fits,m51-20210420-2127-7x300s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m52,OpenCluster,258,351.195,61.59,dtouzan@gmail.com,light,1,2017-10-27T21:16:00,58053.88611111111,58053.90833333333,1920,,0.3,fits,m52-20171027-2116-8x240s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,m53,GlobCluster,259,198.23020833333334,18.168166666666668,dtouzan@gmail.com,light,1,2021-04-19T21:23:00,59323.89097222222,59323.89444444444,300,,0.085,fits,m53-20210419-2123-1x300s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m57,PlanetaryNeb,260,283.39623624999996,33.029134166666665,dtouzan@gmail.com,light,1,2018-08-02T21:20:00,58332.88888888889,58332.90277777778,1200,,1.0,fits,m57-20180802-2120-20x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m57,PlanetaryNeb,261,283.39623624999996,33.029134166666665,dtouzan@gmail.com,light,1,2021-05-28T23:13:00,59362.967361111114,59362.98819444445,1800,,0.085,fits,m57-20210528-2313-6x300s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m64,Seyfert,262,194.18206666666666,21.682658333333336,dtouzan@gmail.com,light,1,2017-05-13T21:45:00,57886.90625,57886.947916666664,3600,,0.2,fits,m64-20170513-2145-6x600s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc3628,GinPair,263,170.07090833333334,13.589488888888889,dtouzan@gmail.com,light,1,2017-04-26T00:00:00,57869.0,57869.041666666664,3600,,0.2,fits,ngc3628-20170426-0000-15x240s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m66,GinPair,264,170.0625,12.991388888888888,dtouzan@gmail.com,light,1,2018-04-17T20:59:00,58225.87430555555,58225.88611111111,1020,,0.5,fits,m66-20180417-2059-17x60s-f500.fits
science,OT_Library_UT1,UT1,IR-CUT,,m66,GinPair,265,170.0625,12.991388888888888,dtouzan@gmail.com,light,1,2020-02-21T23:24:00,58900.975,58901.01666666666,3600,,1.0,fits,m66-20200221-2324-20x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m67,OpenCluster,266,132.84583333333333,11.81388888888889,dtouzan@gmail.com,light,1,2017-02-19T00:00:00,57803.0,57803.010416666664,900,,0.2,fits,m67-20170219-0000-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m76,PlanetaryNeb,267,25.58189875,51.57542611111111,dtouzan@gmail.com,light,1,2018-11-30T21:15:00,58452.885416666664,58452.902777777774,1500,,1.0,fits,m76-20181130-2115-25x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m76,PlanetaryNeb,268,25.58189875,51.57542611111111,dtouzan@gmail.com,light,1,2019-12-01T19:15:00,58818.802083333336,58818.839583333334,3240,,1.0,fits,m76-20191201-1915-18x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m76,PlanetaryNeb,269,25.58189875,51.57542611111111,dtouzan@gmail.com,light,1,2020-11-06T20:52:00,59159.86944444444,59159.89027777778,1800,,1.0,fits,m76-20201106-2052-3x600s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m81,Seyfert2,270,148.88821916666666,69.06529499999999,dtouzan@gmail.com,light,1,2018-05-03T21:52:00,58241.91111111111,58241.92638888889,1320,,0.5,fits,m81-20180503-2152-11x120s-f500.fits
science,OT_Library_UT1,UT1,IR-CUT,,m82,InteractingG,271,148.96845833333333,69.67970277777778,dtouzan@gmail.com,light,1,2018-05-06T00:00:00,58244.0,58244.01388888889,1200,,1.0,fits,m82-20180506-0000-10x120s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m87,AGN,272,187.70593041666666,12.391123055555555,dtouzan@gmail.com,light,1,2021-04-16T22:13:00,59320.92569444444,59320.93263888889,600,,0.085,fits,m87-20210416-2213-1x600s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m94,Seyfert,273,192.72114041666669,41.12025,dtouzan@gmail.com,light,1,2020-04-01T20:11:00,58940.84097222222,58940.861805555556,1800,,1.0,fits,m94-20200401-2011-10x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m101,GinPair,274,210.80242916666668,54.34875,dtouzan@gmail.com,light,1,2017-05-24T23:00:00,57897.958333333336,57897.98611111112,2400,,0.2,fits,m101-20170524-2300-10x240s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m101,GinPair,275,210.80242916666668,54.34875,dtouzan@gmail.com,light,1,2019-05-22T21:25:00,58625.89236111111,58625.94097222222,4200,,1.0,fits,m101-20190522-2125-14x300-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m101,GinPair,276,210.80242916666668,54.34875,dtouzan@gmail.com,light,1,2021-04-15T22:20:00,59319.930555555555,59319.965277777774,3000,,0.085,fits,m101-20210415-2220-5x600s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,m103,OpenCluster,277,23.339166666666667,60.65888888888889,dtouzan@gmail.com,light,1,2017-11-01T23:20:00,58058.97222222222,58058.97847222222,540,,1.1,fits,m103-20171101-2320-9x60s-f1100.fits
science,OT_Library_UT1,UT1,IR-CUT,,m103,OpenCluster,278,23.339166666666667,60.65888888888889,dtouzan@gmail.com,light,1,2021-03-23T22:16:00,59296.927777777775,59296.92847222222,60,,0.2,fits,m103-20210323-2216-1x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m106,Seyfert2,279,184.74008333333333,47.30371944444444,dtouzan@gmail.com,light,1,2017-05-23T23:30:00,57896.979166666664,57896.99861111111,1680,,0.2,fits,m106-20170523-2330-7x240s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,m106,Seyfert2,280,184.74008333333333,47.30371944444444,dtouzan@gmail.com,light,1,2019-04-30T21:09:00,58603.88125,58603.919444444444,3300,,1.0,fits,m106-20190430-2109-11x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,m108,StarburstG,281,167.87902916666667,55.67412222222222,dtouzan@gmail.com,light,1,2020-03-27T20:30:00,58935.854166666664,58935.916666666664,5400,,1.0,fits,m108-20200327-2030-30x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,mrk1485,GinPair,282,208.34009666666668,40.36394055555556,dtouzan@gmail.com,light,1,2019-05-31T23:36:00,58634.98333333333,58635.13958333333,13500,,1.0,fits,mrk1485-20190531-2336-45x300-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,mrk1485,GinPair,283,208.34009666666668,40.36394055555556,dtouzan@gmail.com,light,1,2019-06-21T23:20:00,58655.97222222222,58656.17708333333,17700,,1.0,fits,mrk1485-20190621-2320-59x300-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,v1405cas,Nova,284,351.19888166666664,61.187443055555555,dtouzan@gmail.com,light,1,2021-03-22T19:58:00,59295.83194444444,59295.83263888889,60,,0.3,fits,v1405cas-20210322-1958-1x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,v1405cas,Nova,285,351.19888166666664,61.187443055555555,dtouzan@gmail.com,light,1,2021-03-23T20:33:00,59296.85625,59296.856944444444,60,,0.135,fits,v1405cas-20210323-2033-1x60s-f135.fits
science,OT_Library_UT1,UT1,IR-CUT,,v1405cas,Nova,286,351.19888166666664,61.187443055555555,dtouzan@gmail.com,light,1,2021-03-23T21:58:00,59296.91527777778,59296.915972222225,60,,0.2,fits,v1405cas-20210323-2158-1x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,v1405cas,Nova,287,351.19888166666664,61.187443055555555,dtouzan@gmail.com,light,1,2021-03-28T19:53:00,59301.82847222222,59301.82916666667,60,,0.2,fits,v1405cas-20210328-1953-1x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc129,OpenCluster,288,7.607083333333334,60.213055555555556,dtouzan@gmail.com,light,1,2017-10-13T22:46:00,58039.94861111111,58039.959027777775,900,,0.3,fits,ngc129-20171013-2246-15x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc133,OpenCluster,289,7.800000000000001,63.39694444444444,dtouzan@gmail.com,light,1,2021-03-28T20:35:00,59301.85763888889,59301.85833333334,60,,0.2,fits,ngc133-20210328-2035-1x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,290,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2017-09-19T23:00:00,58015.958333333336,58016.00277777778,3840,,0.3,fits,ngc206-20170919-2300-16x240s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,291,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2017-10-13T21:21:00,58039.88958333333,58039.931249999994,3600,,0.3,fits,ngc206-20171013-2121-60x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,292,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2017-10-30T22:44:00,58056.947222222225,58056.95694444445,840,,0.55,fits,ngc206-20171030-2244-7x120s-f550.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,293,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2019-11-07T21:18:00,58794.8875,58794.92916666666,3600,,1.0,fits,ngc206-20191107-2118-20x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,294,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2019-11-20T20:03:00,58807.83541666667,58807.86666666667,2700,,1.0,fits,ngc206-20191120-2003-15x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc206,Association,295,10.140833333333333,40.739444444444445,dtouzan@gmail.com,light,1,2020-09-13T22:40:00,59105.944444444445,59105.979166666664,3000,,1.0,fits,ngc206-20200913-2240-1x3000s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc225,OpenCluster,296,10.805000000000001,61.77388888888889,dtouzan@gmail.com,light,1,2021-03-28T20:42:00,59301.8625,59301.86319444445,60,,0.2,fits,ngc225-20210328-2042-1x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc604,HIIReg,297,23.63375,30.783611111111114,dtouzan@gmail.com,light,1,2019-12-02T20:09:00,58819.839583333334,58819.88958333334,4320,,1.0,fits,ngc604-20191202-2009-24x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc604,HIIReg,298,23.63375,30.783611111111114,dtouzan@gmail.com,light,1,2019-12-02T20:08:00,58819.83888888889,58819.88888888889,4320,,1.0,fits,ngc604-20191202-2008-24x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc869,OpenCluster,299,34.74083333333333,57.13388888888889,dtouzan@gmail.com,light,1,2020-11-06T19:02:00,59159.79305555556,59159.799305555556,540,,1.0,fits,ngc869-20201106-1902-3x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc884,OpenCluster,300,35.58416666666667,57.14888888888889,dtouzan@gmail.com,light,1,2020-11-06T19:04:00,59159.794444444444,59159.80069444444,540,,1.0,fits,ngc884-20201106-1904-3x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc884,OpenCluster,301,35.58416666666667,57.14888888888889,dtouzan@gmail.com,light,1,2020-11-06T19:36:00,59159.816666666666,59159.822916666664,540,,1.0,fits,ngc884-20201106-1936-3x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1491,HIIReg,302,60.81625,51.315,dtouzan@gmail.com,light,1,2019-12-30T20:14:00,58847.84305555555,58847.87222222222,2520,,1.0,fits,ngc1491-20191230-2014-14x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1514,PlanetaryNeb,303,62.32077291666667,30.77596388888889,dtouzan@gmail.com,light,1,2019-12-02T21:48:00,58819.90833333333,58819.93541666667,2340,,1.0,fits,ngc1514-20191202-2148-13x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1662,OpenCluster,304,72.19791666666666,10.881944444444445,dtouzan@gmail.com,light,1,2020-01-15T20:01:00,58863.834027777775,58863.83425925926,20,,1.0,fits,ngc1662-20200115-2001-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1662,OpenCluster,305,72.19791666666666,10.881944444444445,dtouzan@gmail.com,light,1,2020-01-15T20:00:00,58863.833333333336,58863.83356481482,20,,1.0,fits,ngc1662-20200115-2000-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1662,OpenCluster,306,72.19791666666666,10.881944444444445,dtouzan@gmail.com,light,1,2020-01-15T20:07:00,58863.83819444444,58863.848611111105,900,,1.0,fits,ngc1662-20200115-2007-15x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1807,OpenCluster,307,77.70416666666668,16.52166666666667,dtouzan@gmail.com,light,1,2017-01-24T21:00:00,57777.875,57777.89236111111,1500,,0.2,fits,ngc1807-20170124-2100-25x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1807,OpenCluster,308,77.70416666666668,16.52166666666667,dtouzan@gmail.com,light,1,2020-01-15T19:16:00,58863.802777777775,58863.80300925926,20,,1.0,fits,ngc1807-20200115-1916-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1807,OpenCluster,309,77.70416666666668,16.52166666666667,dtouzan@gmail.com,light,1,2020-01-15T19:21:00,58863.80625,58863.806481481486,20,,1.0,fits,ngc1807-20200115-1921-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1807,OpenCluster,310,77.70416666666668,16.52166666666667,dtouzan@gmail.com,light,1,2020-01-15T19:27:00,58863.81041666667,58863.82430555556,1200,,1.0,fits,ngc1807-20200115-1927-20x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1893,OpenCluster,311,80.72416666666666,33.443888888888885,dtouzan@gmail.com,light,1,2017-01-18T22:00:00,57771.916666666664,57771.92708333333,900,,0.2,fits,ngc1893-20170118-2200-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc1907,OpenCluster,312,82.03291666666667,35.330000000000005,dtouzan@gmail.com,light,1,2017-01-02T18:45:00,57755.78125,57755.78472222222,300,,0.3,fits,ngc1907-20170102-1845-10x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2129,OpenCluster,313,90.275,23.328333333333333,dtouzan@gmail.com,light,1,2020-01-15T20:30:00,58863.854166666664,58863.85439814815,20,,1.0,fits,ngc2129-20200115-2030-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2129,OpenCluster,314,90.275,23.328333333333333,dtouzan@gmail.com,light,1,2020-01-15T20:36:00,58863.85833333333,58863.858564814815,20,,1.0,fits,ngc2129-20200115-2036-1x20s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2129,OpenCluster,315,90.275,23.328333333333333,dtouzan@gmail.com,light,1,2020-01-15T20:43:00,58863.86319444444,58863.87708333333,1200,,1.0,fits,ngc2129-20200115-2043-20x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2158,OpenCluster,316,91.86208333333332,24.098888888888887,dtouzan@gmail.com,light,1,2018-02-11T21:36:00,58160.9,58160.90347222222,300,,0.95,fits,ngc2158-20180211-2136-10x30s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2175,OpenCluster,317,92.41250000000001,20.486666666666668,dtouzan@gmail.com,light,1,2017-01-17T22:00:00,57770.916666666664,57770.93194444444,1320,,0.2,fits,ngc2175-20170117-2200-22x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2238,HIIReg,318,97.625,5.05,dtouzan@gmail.com,light,1,2021-03-07T19:50:00,59280.82638888889,59280.82847222222,180,,0.3,fits,ngc2238-20210307-1950-1x180s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2238,HIIReg,319,97.625,5.05,dtouzan@gmail.com,light,1,2021-03-07T20:25:00,59280.850694444445,59280.854166666664,300,,0.3,fits,ngc2238-20210307-2025-1x300s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2266,OpenCluster,320,100.83208333333333,26.97611111111111,dtouzan@gmail.com,light,1,2018-02-12T21:20:00,58161.88888888889,58161.894791666666,510,,0.95,fits,ngc2266-20180212-2120-17x30s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2266,OpenCluster,321,100.83208333333333,26.97611111111111,dtouzan@gmail.com,light,1,2020-02-20T20:33:00,58899.85625,58899.856944444444,60,,1.0,fits,ngc2266-20200220-2033-1x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2266,OpenCluster,322,100.83208333333333,26.97611111111111,dtouzan@gmail.com,light,1,2020-02-20T20:32:00,58899.85555555556,58899.856250000004,60,,1.0,fits,ngc2266-20200220-2032-1x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2274,GinPair,323,101.8223525,33.56711138888889,dtouzan@gmail.com,light,1,2020-01-21T21:13:00,58869.88402777778,58869.94652777778,5400,,1.0,fits,ngc2274-20200121-2113-30x180s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2281,OpenCluster,324,102.09083333333332,41.059999999999995,dtouzan@gmail.com,light,1,2017-04-11T20:40:00,57854.86111111111,57854.871527777774,900,,0.2,fits,ngc2281-20170411-2040-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2281,OpenCluster,325,102.09083333333332,41.059999999999995,dtouzan@gmail.com,light,1,2018-03-07T20:39:00,58184.86041666667,58184.87638888889,1380,,1.0,fits,ngc2281-20180307-2039-23x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2331,OpenCluster,326,106.67916666666666,27.255,dtouzan@gmail.com,light,1,2017-03-15T22:20:00,57827.930555555555,57827.94097222222,900,,0.2,fits,ngc2331-20170315-2220-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2371,PlanetaryNeb,327,111.39453458333334,29.490675,dtouzan@gmail.com,light,1,2018-02-12T21:37:00,58161.90069444444,58161.91875,1560,,0.95,fits,ngc2371-20180212-2137-26x60s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2371,PlanetaryNeb,328,111.39453458333334,29.490675,dtouzan@gmail.com,light,1,2018-02-15T21:05:00,58164.87847222222,58164.89305555555,1260,,0.95,fits,ngc2371-20180215-2105-21x60s-f950.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2371,PlanetaryNeb,329,111.39453458333334,29.490675,dtouzan@gmail.com,light,1,2019-02-25T20:38:00,58539.85972222222,58539.89791666667,3300,,1.0,fits,ngc2371-20190225-2038-11x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2371,PlanetaryNeb,330,111.39453458333334,29.490675,dtouzan@gmail.com,light,1,2019-02-26T20:59:00,58540.87430555555,58540.90902777777,3000,,1.0,fits,ngc2371-20190226-2059-10x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,ngc2371,PlanetaryNeb,331,111.39453458333334,29.490675,dtouzan@gmail.com,light,1,2019-03-20T20:10:00,58562.84027777778,58562.881944444445,3600,,1.0,fits,ngc2371-20190320-2010-12x300s-f1000.fits
